,symbol,common_name,scientific_name,species,state_and_province,category,family,family_common_name,duration,growth_habit,native_status,invasive,active_growth_period,after_harvest_regrowth_rate,fall_conspicuous,fire_resistance,flower_color,flower_conspicuous,foliage_color,fruit_conspicuous,growth_form,growth_rate,height_at_base_age_maximum_feet,height_mature_feet,leaf_retention,lifespan,resprout_ability,shape_and_orientation,toxicity,adapted_to_coarse_textured_soils,adapted_to_medium_textured_soils,adapted_to_fine_textured_soils,anaerobic_tolerance,cacosub3sub_tolerance,cold_stratification_required,drought_tolerance,fertility_requirement,fire_tolerance,frost_free_days_minimum,hedge_tolerance,moisture_use,ph_minimum,ph_maximum,planting_density_per_acre_minimum,planting_density_per_acre_maximum,precipitation_minimum,precipitation_maximum,root_depth_minimum_inches,salinity_tolerance,shade_tolerance,temperature_minimum_f,bloom_period,commercial_availability,fruitseed_abundance,fruitseed_period_begin,fruitseed_period_end,fruitseed_persistence,propogated_by_bare_root,propogated_by_bulbs,propogated_by_container,propogated_by_corms,propogated_by_cuttings,propogated_by_seed,propogated_by_sod,propogated_by_sprigs,propogated_by_tubers,seeds_per_pound,seed_spread_rate,seedling_vigor,small_grain,vegetative_spread_rate,berrynutseed_product,christmas_tree_product,fodder_product,fuelwood_product,lumber_product,naval_store_product,nursery_stock_product,palatable_browse_animal,palatable_graze_animal,palatable_human,post_product,protein_potential,pulpwood_product,veneer_product
67100,PITH3,,Pinus thunbergiana,thunbergiana,,,,,,,,,Spring,,No,No,,No,Green,No,Single Stem,Moderate,50,25,Yes,Long,No,Erect,None,Yes,Yes,No,None,Medium,Yes,Medium,Low,Low,155,Low,Medium,5.5,8,430,1200,30,60,24,Medium,Intolerant,-3,Spring,Routinely Available,Medium,Spring,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,34080,Slow,Medium,No,None,No,No,No,Low,No,No,Yes,Low,Low,No,No,Low,No,No
67136,PIVI2,Virginia pine,Pinus virginiana,virginiana,"USA (AL, DC, DE, GA, IL, IN, KY, MD, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WV), CAN (ON)",Gymnosperm,Pinaceae,Pine family,Perennial,Tree,"L48 (N), CAN (I)",,Spring and Summer,,No,No,,No,Green,No,Single Stem,Rapid,25,70,Yes,Moderate,No,Irregular,None,Yes,Yes,Yes,Low,Low,Yes,High,Low,Medium,165,Low,Low,4.5,7.5,430,800,32,65,20,None,Intolerant,-23,Mid Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,52160,Rapid,High,No,None,No,Yes,No,Medium,Yes,Yes,Yes,Low,Low,No,Yes,Low,Yes,Yes
67551,PLJA,James' galleta,Pleuraphis jamesii,jamesii,"USA (AZ, CA, CO, KS, NM, NV, OK, TX, UT, WY)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Summer,Moderate,No,No,Yellow,No,Green,No,Rhizomatous,Slow,,2,No,Long,No,Erect,None,Yes,Yes,Yes,None,High,No,High,Low,Medium,130,None,Low,6.6,8.4,,,6,18,12,Medium,Intolerant,-23,Mid Summer,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,151850,Slow,Medium,No,Slow,No,No,No,,No,No,No,High,Medium,No,No,Medium,No,No
67601,PLMA2,common plantain,Plantago major,major,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY), USA+ (PR, VI), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",Dicot,Plantaginaceae,Plantain family,Perennial,Forb/herb,"L48 (I), AK (I), HI (I), PR (I), VI (I), CAN (I), GL (I), SPM (I)","N'EAST, WSWS",Spring and Summer,Moderate,No,No,Green,No,Green,No,Single Crown,Moderate,,0.3,No,Short,No,Prostrate,None,Yes,Yes,Yes,Low,Medium,No,Medium,Low,High,85,None,Medium,4.8,7.3,11000,18000,16,60,4,Low,Intermediate,-38,Late Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,No,No,No,Yes,No,No,No,2552477,Moderate,Medium,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
67654,PLMU3,tobosagrass,Pleuraphis mutica,mutica,"USA (AZ, CA, NM, OK, TX)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Spring and Summer,Moderate,No,No,Yellow,No,Green,No,Rhizomatous,Rapid,,2.3,No,Long,No,Erect,None,Yes,Yes,Yes,None,Low,No,Medium,Medium,High,160,None,Low,6,7.8,11000,19000,5,13,12,Medium,Intolerant,2,Indeterminate,Field Collections Only,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,204000,Slow,Medium,No,Slow,No,No,Yes,,No,No,No,Low,Medium,No,No,Medium,No,No
67704,PLPA2,woolly plantain,Plantago patagonica,patagonica,"USA (AR, AZ, CA, CO, GA, IA, ID, IL, IN, KS, LA, MA, ME, MI, MN, MO, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, SK)",Dicot,Plantaginaceae,Plantain family,Annual,Forb/herb,"L48 (N), CAN (N)","NE&GP, WSWS",Spring and Summer,Slow,No,No,Yellow,No,Gray-Green,No,Single Crown,Moderate,,0.5,No,,No,Erect,None,Yes,Yes,Yes,None,Medium,No,High,Low,Low,120,None,Low,6.4,9,,,8,16,6,Low,Intolerant,52,Mid Spring,No Known Source,Medium,Spring,Spring,Yes,No,No,No,No,No,Yes,No,No,No,600000,Slow,Medium,No,None,No,No,Yes,,No,No,No,Medium,Medium,No,No,Low,No,No
67796,PLRI3,big galleta,Pleuraphis rigida,rigida,"USA (AZ, CA, NM, NV, UT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,Spring and Summer,Slow,No,No,Yellow,No,Green,No,Rhizomatous,Moderate,,3,Yes,Long,No,Semi-Erect,None,Yes,Yes,Yes,None,None,No,High,Low,High,220,None,Low,6,8,,,5,12,12,Low,Intolerant,12,Late Spring,Routinely Available,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,33000,Slow,Low,No,Moderate,No,No,Yes,,No,No,No,Medium,Medium,No,No,Low,No,No
68037,POAL7,white poplar,Populus alba,alba,"USA (AL, AR, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (BC, MB, NB, NS, ON, PE, QC)",Dicot,Salicaceae,Willow family,Perennial,Tree,"L48 (I), CAN (I)","SEEPPC, WI",Spring and Summer,,No,No,Yellow,No,Green,Yes,Single Stem,Rapid,80,100,No,Moderate,Yes,Erect,None,Yes,Yes,Yes,Low,Medium,No,Medium,Medium,High,90,Low,High,4.9,7,170,300,24,55,24,Medium,Intolerant,-38,Early Spring,Routinely Available,Medium,Spring,Spring,No,Yes,No,Yes,No,Yes,Yes,No,No,No,,Slow,Medium,No,Slow,No,No,No,Low,Yes,No,Yes,Medium,Low,No,No,Low,Yes,No
68088,POAN,annual bluegrass,Poa annua,annua,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",Monocot,Poaceae,Grass family,Annual,Graminoid,"L48 (I), AK (I), HI (I), PR (I), CAN (I), GL (I), SPM (I)","N'EAST, NE&GP, SWSS, WSWS",Spring,Moderate,No,Yes,Yellow,No,Green,No,Bunch,Rapid,,0.3,No,,No,Decumbent,None,Yes,Yes,Yes,Low,Medium,No,Low,Low,Low,60,None,Medium,4.8,8,,,24,60,3,None,Intermediate,47,Mid Spring,Routinely Available,High,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,1195680,Rapid,High,No,None,No,No,No,,No,No,No,Low,Medium,No,No,Low,No,No
68103,POAN3,narrowleaf cottonwood,Populus angustifolia,angustifolia,"USA (AZ, CA, CO, ID, MT, NE, NM, NV, OR, SD, TX, UT, WY), CAN (AB, SK)",Dicot,Salicaceae,Willow family,Perennial,Tree,"L48 (N), CAN (N)",,Summer,,Yes,No,White,Yes,Green,Yes,Single Stem,Rapid,60,60,No,Moderate,Yes,Erect,None,Yes,Yes,No,Medium,High,No,Low,Low,Medium,115,Low,High,6,7.5,300,700,20,35,12,Medium,Intolerant,-28,Spring,Routinely Available,High,Summer,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,1000000,Rapid,Low,No,Slow,No,No,No,Low,Yes,No,Yes,Medium,High,No,Yes,Low,Yes,No
68151,POAR7,tall cinquefoil,Potentilla arguta,arguta,"USA (AK, AR, AZ, CO, CT, IA, ID, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NT, ON, QC, SK, YT)",Dicot,Rosaceae,Rose family,Perennial,"Subshrub, Forb/herb","L48 (N), AK (N), CAN (N)",,Spring and Summer,Slow,No,No,Yellow,Yes,Green,No,Single Crown,Moderate,,3,No,Short,No,Erect,None,No,Yes,No,Medium,Low,No,Low,Low,Low,100,None,Medium,6,8,2700,4800,10,50,10,None,Intermediate,-38,Late Spring,Contracting Only,Medium,Spring,Summer,No,Yes,No,No,No,No,Yes,No,No,No,4403883,Slow,Low,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
68189,POAU,autumn bluegrass,Poa autumnalis,autumnalis,"USA (AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MI, MS, NC, NJ, OK, PA, SC, TN, TX, VA), CAN (NU, QC), DEN (GL)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N), GL (N)",,Spring and Summer,Slow,No,No,Green,No,Green,No,Bunch,Moderate,,1.5,No,Moderate,No,Erect,None,Yes,Yes,No,Low,Medium,No,Low,Medium,High,180,None,Medium,5.8,6.9,11000,19000,36,60,10,None,Intermediate,-8,Late Spring,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,800000,Slow,Medium,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
68334,POBU,bulbous bluegrass,Poa bulbosa,bulbosa,"USA (AR, AZ, CA, CO, CT, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (I),WSWS,Spring and Fall,Slow,No,No,Yellow,No,Green,No,Bunch,Moderate,,1.5,No,Long,No,Decumbent,None,Yes,Yes,Yes,Low,Medium,No,Medium,Medium,High,100,None,Medium,5,7.2,,,12,40,8,Low,Intermediate,-33,Late Spring,Routinely Available,Medium,Summer,Summer,Yes,No,No,No,No,No,Yes,No,No,No,266240,Moderate,Low,No,None,No,No,Yes,,No,No,No,Low,Medium,No,No,Medium,No,No
68455,POCO,Canada bluegrass,Poa compressa,compressa,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (I), AK (I), HI (I), CAN (I), SPM (I)",WI,Spring,Moderate,No,No,Yellow,No,Green,No,Rhizomatous,Moderate,,2,No,Moderate,No,Erect,None,Yes,Yes,Yes,None,Medium,No,Medium,Low,Low,90,None,Medium,5,7,,,12,45,10,None,Tolerant,-38,Mid Spring,Routinely Available,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,2392820,Slow,Low,No,Slow,No,No,No,,No,No,No,Medium,High,No,No,Medium,No,No
68584,PODA,Davis' knotweed,Polygonum davisiae,davisiae,"USA (CA, ID, OR, WA)",Dicot,Polygonaceae,Buckwheat family,Perennial,"Subshrub, Forb/herb",L48 (N),,Spring and Summer,,No,No,Purple,Yes,Green,Yes,Single Crown,Moderate,,1.3,No,Moderate,No,Erect,None,Yes,Yes,No,None,Low,No,Medium,Low,,120,None,Low,6.4,7.8,1700,2700,14,30,14,None,Intermediate,-23,Early Summer,No Known Source,Low,Summer,Summer,No,No,No,Yes,No,Yes,Yes,No,No,No,125000,Slow,Medium,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
68593,PODE3,eastern cottonwood,Populus deltoides,deltoides,"USA (AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY), CAN (AB, BC, MB, ON, QC, SK)",Dicot,Salicaceae,Willow family,Perennial,Tree,"L48 (N), CAN (N)",N'EAST,Spring and Summer,,No,No,Yellow,No,Green,Yes,Single Stem,Rapid,80,190,No,Short,Yes,Erect,None,Yes,Yes,Yes,High,Medium,No,Medium,Medium,Medium,100,Low,High,4.6,6.5,170,800,18,55,24,Medium,Intolerant,-43,Spring,Routinely Available,High,Spring,Spring,No,Yes,No,Yes,No,Yes,Yes,No,No,No,425000,Rapid,High,No,Slow,No,No,No,Low,Yes,No,Yes,Medium,Low,No,No,Medium,Yes,No
68604,PODEM,plains cottonwood,Populus deltoides ssp. monilifera,deltoides,"USA (CO, IA, IL, IN, KS, MI, MN, MO, MT, ND, NE, NM, OH, OK, PA, SD, TX, WI, WY), CAN (AB, BC, MB, ON, SK)",Dicot,Salicaceae,Willow family,Perennial,Tree,"L48 (N), CAN (N)",,Spring and Summer,,No,No,Yellow,No,Green,Yes,Single Stem,Rapid,70,85,No,Short,Yes,Erect,None,Yes,Yes,Yes,Medium,Medium,No,High,Medium,Low,90,Low,High,5,7,170,800,10,35,24,None,Intolerant,-43,Mid Spring,Routinely Available,High,Spring,Spring,No,Yes,No,Yes,No,Yes,Yes,No,No,No,364500,Rapid,High,No,Moderate,No,No,No,Low,Yes,No,Yes,Medium,Low,No,No,Medium,Yes,No
68620,PODI2,varileaf cinquefoil,Potentilla diversifolia,diversifolia,"USA (AK, AZ, CA, CO, ID, MT, ND, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, LB, NT, QC, SK, YT), DEN (GL)",Dicot,Rosaceae,Rose family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N), GL (N)",,Spring and Summer,Slow,No,No,Yellow,Yes,Green,No,Single Crown,Moderate,,3,No,Moderate,No,Semi-Erect,None,Yes,Yes,Yes,Medium,Low,No,Low,Low,Low,100,None,Medium,7,8,2700,4800,8,35,8,None,Intermediate,-33,Late Spring,No Known Source,High,Summer,Summer,No,Yes,No,No,No,No,Yes,No,No,No,2670000,Slow,Low,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
68749,POFE,muttongrass,Poa fendleriana,fendleriana,"USA (AZ, CA, CO, ID, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY), CAN (AB, BC, MB)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",,Spring,Moderate,No,No,Yellow,No,Green,No,Bunch,Moderate,,2,No,Moderate,No,Erect,None,Yes,Yes,No,None,High,No,High,Low,Low,180,None,Low,6,8,,,10,18,10,None,Intolerant,-38,Early Spring,Field Collections Only,Low,Spring,Fall,No,No,No,No,No,No,Yes,No,No,No,2000000,Slow,Low,No,None,No,No,Yes,,No,No,No,Medium,High,No,No,Medium,No,No
68753,POFEF,muttongrass,Poa fendleriana ssp. fendleriana,fendleriana,"USA (AZ, CA, CO, MT, ND, NE, NM, NV, OK, SD, TX, UT, WY), CAN (AB, BC, MB)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",,Spring and Summer,Moderate,No,No,Yellow,No,Green,No,Bunch,Moderate,,2.6,No,Moderate,No,Erect,None,Yes,Yes,No,None,Low,No,High,Low,High,90,None,Low,6.3,8,,,10,30,12,None,Intermediate,-33,Mid Spring,No Known Source,Low,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,890000,Slow,Medium,No,None,No,No,Yes,,No,No,No,Low,Low,No,No,Low,No,No
68881,POGL9,sticky cinquefoil,Potentilla glandulosa,glandulosa,"USA (AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC)",Dicot,Rosaceae,Rose family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",,Spring and Summer,Slow,No,No,Yellow,Yes,Green,No,Rhizomatous,Moderate,,1.5,No,Moderate,No,Erect,None,No,Yes,No,Low,Low,No,Low,Low,Low,100,None,Low,7,8,2700,4800,8,35,8,None,Intermediate,-33,Late Spring,Routinely Available,Medium,Spring,Summer,No,Yes,No,No,No,No,Yes,No,No,No,2969000,Slow,Low,No,Slow,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
69179,POLE,Leiberg's bluegrass,Poa leibergii,leibergii,"USA (ID, OR, WA)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,"Spring, Summer, Fall",Slow,No,No,Purple,No,Green,No,Bunch,Slow,,1.5,No,Moderate,No,Erect,None,Yes,Yes,No,None,Low,Yes,High,Low,High,120,None,Medium,6.3,7.5,,,10,40,12,None,Intolerant,-23,Late Spring,No Known Source,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,800000,Slow,Medium,No,None,No,No,No,,No,No,No,Medium,Low,No,No,Medium,No,No
69189,POLE2,marsh bluegrass,Poa leptocoma,leptocoma,"USA (AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC, YT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N)",,"Spring, Summer, Fall",Slow,No,No,Yellow,No,Green,No,Bunch,Slow,,2,No,Moderate,No,Semi-Erect,None,No,Yes,Yes,High,Low,No,Low,Low,High,100,None,High,6.2,7.5,,,18,48,10,None,Tolerant,-28,Late Spring,No Known Source,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,800000,Slow,Medium,No,Slow,No,No,No,,No,No,No,Medium,Medium,No,No,Low,No,No
69297,POMA26,seashore bluegrass,Poa macrantha,macrantha,"USA (AK, CA, OR, WA), CAN (BC)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N)",,Spring and Summer,Slow,No,No,Yellow,No,Green,No,Bunch,Slow,,0.4,No,Moderate,No,Erect,None,Yes,Yes,No,None,High,No,High,Low,Medium,240,None,Low,5.8,8,,,20,40,10,Medium,Intolerant,24,Late Winter,No Known Source,Low,Spring,Spring,No,No,No,No,No,No,Yes,No,No,No,800000,Slow,Low,No,Slow,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
69380,POMO5,annual rabbitsfoot grass,Polypogon monspeliensis,monspeliensis,"USA (AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, ID, KS, LA, MA, MD, ME, MI, MN, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OK, OR, PA, SC, SD, TN, TX, UM, UT, VA, WA, WI, WY), CAN (AB, BC, MB, ON, QC, SK, YT)",Monocot,Poaceae,Grass family,Annual,Graminoid,"L48 (I), AK (I), HI (I), CAN (I)",WSWS,Spring and Summer,Moderate,No,No,Yellow,No,Green,No,Bunch,Rapid,,1.7,No,,No,Erect,None,Yes,Yes,Yes,High,Medium,No,Low,Low,Medium,90,None,High,4.8,7.8,,,12,55,10,Low,Intolerant,52,Late Spring,Routinely Available,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,125000,Moderate,High,No,None,No,No,Yes,,No,No,No,Low,Low,No,No,Low,No,No
69427,PONE2,Wheeler bluegrass,Poa nervosa,nervosa,"USA (OR, WA), CAN (AB, BC)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",,Spring and Summer,Slow,No,No,Yellow,No,Green,No,Bunch,Slow,,1.8,No,Moderate,No,Semi-Erect,None,Yes,Yes,No,None,Low,No,Low,Low,High,150,None,Medium,6.2,7.5,,,12,30,10,None,Intolerant,-18,Late Spring,No Known Source,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,951667,Slow,Medium,No,None,No,No,No,,No,No,No,Medium,Medium,No,No,Low,No,No
69443,PONI,Lombardy poplar,Populus nigra,nigra,"USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (BC, NS, ON, PE, QC)",Dicot,Salicaceae,Willow family,Perennial,Tree,"L48 (I), CAN (I)",,Spring and Summer,,No,No,White,No,Green,No,Multiple Stem,Rapid,80,190,No,Short,Yes,Columnar,None,Yes,Yes,No,None,High,No,Low,Medium,High,160,High,High,5,8.5,300,1200,20,50,32,Low,Intolerant,-28,Early Spring,Routinely Available,,Spring,Spring,No,Yes,No,Yes,No,Yes,No,No,No,No,,None,,No,Moderate,No,No,No,Low,No,No,Yes,Low,Low,No,No,Low,Yes,No
69560,POPA2,fowl bluegrass,Poa palustris,palustris,"USA (AK, AZ, CA, CO, CT, DC, DE, IA, ID, IL, IN, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N), GL (I), SPM (N)",,Spring and Summer,Slow,No,No,Yellow,No,Green,No,Bunch,Moderate,,4,No,Moderate,No,Erect,None,No,Yes,Yes,Medium,Medium,No,Low,Medium,High,100,None,Medium,4.9,7.5,,,28,50,12,Low,Intermediate,-38,Mid Spring,Routinely Available,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,1900000,Slow,Medium,No,None,No,No,Yes,,No,No,No,Low,Low,No,No,Low,No,No
69664,POPL,Platte River cinquefoil,Potentilla plattensis,plattensis,"USA (AZ, CO, ID, MT, ND, NE, NM, SD, UT, WY), CAN (AB, MB, SK)",Dicot,Rosaceae,Rose family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Spring and Summer,Slow,No,No,Yellow,Yes,Gray-Green,No,Single Crown,Moderate,,0.5,No,Short,No,Decumbent,,No,Yes,No,Medium,Low,No,Low,Low,Low,160,None,Medium,7,8,27000,48000,14,20,8,None,Intermediate,-38,Late Spring,No Known Source,Medium,Summer,Summer,No,Yes,No,No,No,No,Yes,No,No,No,1000000,Slow,Low,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
69707,POPR,Kentucky bluegrass,Poa pratensis,pratensis,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (NI), AK (NI), HI (I), PR (I), CAN (NI), GL (N), SPM (I)","NE&GP, WI","Spring, Summer, Fall",Moderate,No,No,Yellow,No,Green,No,Rhizomatous,Moderate,,1.5,No,Long,No,Erect,None,No,Yes,Yes,Low,High,No,Low,High,High,90,None,High,5,8.4,,,24,65,10,Low,Intolerant,-38,Mid Spring,Routinely Available,High,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,1389840,Slow,Low,No,Rapid,No,No,Yes,,No,No,No,High,High,No,No,Medium,No,No
69950,POSE,Sandberg bluegrass,Poa secunda,secunda,"USA (AK, AZ, CA, CO, ID, ME, MI, MN, MT, ND, NE, NM, NV, OK, OR, SD, UT, WA, WY), CAN (AB, BC, NT, ON, QC, SK, YT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N)",,Spring,Slow,No,No,Yellow,No,Green,No,Bunch,Moderate,,1.4,No,Moderate,No,Erect,None,Yes,Yes,No,None,Medium,No,High,Medium,Medium,90,None,Low,6,8,,,8,16,10,Low,Intermediate,-36,Late Spring,Routinely Available,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,1046960,Slow,Low,No,None,No,No,Yes,,No,No,No,Medium,Medium,No,No,Medium,No,No
70064,POSY,woodland bluegrass,Poa sylvestris,sylvestris,"USA (AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV), CAN (ON)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",,Spring and Summer,Slow,No,No,Yellow,No,Green,No,Bunch,Moderate,,3,No,Moderate,No,Erect,None,Yes,Yes,No,High,Low,No,Low,Medium,High,100,None,High,5.9,7,,,30,60,8,None,Tolerant,-33,Mid Spring,No Known Source,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,800000,Slow,Low,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
70130,POTR2,rough bluegrass,Poa trivialis,trivialis,"USA (AK, AL, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (BC, NB, NF, NS, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (I), AK (I), CAN (I), GL (I), SPM (I)",N'EAST,Spring and Fall,Slow,No,No,Yellow,No,Green,No,Bunch,Moderate,,2.5,No,Moderate,No,Erect,None,No,Yes,Yes,Low,Medium,No,Low,Medium,High,120,None,High,4.8,7.5,,,35,50,12,None,Tolerant,-28,Early Spring,Routinely Available,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,2540000,Slow,Medium,No,None,No,No,No,,No,No,No,Low,Medium,No,No,Low,No,No
